gene	control	dpi1
NAPA	0	0.522163768
MFAP2	0	0.628754355
EIF5	0	0.17749645
SLC12A2	0	0.111993015
PSMD4	0	0.16700536
DRG2	0	0.266241093
PLTP	0	-0.003070398
CSE1L	0	0.211910998
VCP	0	0.052334458
MFAP1	0	0.040644315
HADHB	0	0.127064358
AQP4	0	0.686257443
MANF	0	0.18074908
MLLT4	0	0.101129398
MLLT6	0	0.120895843
BRPF1	0	0.213589125
NAP1L1	0	0.269329268
CASP7	0	0.459290458
CASP9	0	0.09532885
CASP6	0	0.15045483
ADK	0	0.144986848
ADAR	0	0.005176493
LAMB2	0	0.083373173
FOXA1	0	0.156544148
TPD52	0	0.29778756
SEC13	0	-0.049901713
NHP2L1	0	0.486523298
NPEPPS	0	0.133135455
GFER	0	0.414598413
HNRNPH2	0	0.264850923
OXCT1	0	0.050448455
SUMO3	0	0.553800388
EIF3B	0	0.100091433
FCGRT	0	0.397845668
BID	0	0.620593628
ATP5J2	0	0.058497173
NDUFV3	0	0.828634775
RRP1	0	0.074467275
MARS	0	0.029994698
ITGA1	0	0.137622855
ARPP19	0	0.286072343
MAZ	0	0.145581523
CMC4	0	0.124924223
MP68	0	0.001773553
ATP5E	0	-0.03107058
ATP5I	0	0.136945888
EIF6	0	0.013936558
CTBP2	0	0.159592115
NDUFA6	0	0.116692815
ARL4C	0	0.23039578
PEX3	0	0.32427773
CLDN6	0	0.730418798
CLDN18	0	0.44902151
HSD17B7	0	0.35782713
BCAR1	0	0.02909767
STX17	0	0.148662255
C21ORF59	0	0.454285413
RIPK4	0	0.317217433
TMEM33	0	0.408354755
SYNJ2BP	0	0.196180675
EVC	0	1.42980792
KLF3	0	0.132098325
PCBP3	0	0.50796761
PCBP4	0	0.092630198
RAB38	0	0.486758063
RAB25	0	0.306784035
CORO7	0	0.13115747
NUP107	0	0.124381398
GSDMD	0	0.09372812
SNX16	0	0.552519618
EEFSEC	0	0.129135985
SESN3	0	-0.012286843
EPPK1	0	0.120484163
ANTXR2	0	0.03136693
MTPN	0	0.48140398
YBEY	0	0.5599764
HIST1H2BD	0	2.356600315
RAB15	0	0.111362598
ZNF445	0	0.087562285
ARPC4	0	0.075664358
ELOF1	0	0.067675153
CD81	0	0.506138603
SEC61G	0	0.105629995
TPI1	0	0.182537618
EIF3E	0	0.052671088
SEC61B	0	-0.092921628
PTEN	0	0.247436283
PPP4C	0	0.166089555
GABARAPL2	0	0.240715533
ROMO1	0	0.267588445
UBE2G2	0	0.133010515
MYL6	0	0.798434358
ACTB	0	0.203150685
RAC3	0	0.10880481
EIF4A1	0	0.21124763
RPS20	0	0.268933818
PRPS1	0	0.219202893
PSMA6	0	0.205741623
S100A10	0	0.495694318
CDC42	0	0.113526708
DSTN	0	0.100344525
GMFB	0	0.249679298
RAB8A	0	0.084245533
SPCS3	0	0.156093245
SRP54	0	0.047917255
RAB4B	0	0.097097743
RAB2A	0	0.45622634
RAB5B	0	0.272605988
CKS1B	0	0.398635498
RAB10	0	0.23210258
UBE2D3	0	1.05077566
UBE2M	0	0.065473958
UBE2K	0	0.088006983
UBE2N	0	0.07736428
RAB14	0	0.13952267
ACTR3	0	0.045319358
ACTR2	0	0.115803993
ACTR1A	0	0.060300418
COPS2	0	0.281335315
ABCE1	0	0.167319815
RAP1B	0	0.416228115
RAP2B	0	0.271523695
MAX	0	0.294862235
RPS3A	0	0.177794793
RPL26	0	0.215822628
PSME3	0	0.11437836
RPL15	0	0.43154198
MAGOH	0	0.258218103
RPL27	0	0.11570211
ATP6V0D1	0	0.40328894
PCBD1	0	0.288884928
RPL37A	0	0.425260785
ERVK-25	0	0.602752993
RHOA	0	0.17296443
NAA20	0	0.095637325
HSPE1	0	0.259601008
SEC61A1	0	0.445083938
VBP1	0	0.05389411
STXBP1	0	0.099634345
B2M	0	0.384819155
TGFB2	0	0.257235068
NPC2	0	0.915444223
COPZ1	0	0.111743533
RPL37	0	0.068609468
SUMO2	0	0.292570075
UFM1	0	0.119135635
DCAF7	0	0.106663525
WDR5	0	0.135401515
AP1S1	0	0.339508265
LMO4	0	0.06093205
NUTF2	0	0.07677574
HNRNPK	0	0.262867423
YWHAG	0	0.44971196
RRAS2	0	0.28125419
TIMM10	0	0.35135508
RPS7	0	0.124062748
PPP1CA	0	0.055895475
PPP1CB	0	0.29569028
PSMC1	0	0.069673555
PSMC5	0	0.036936735
RPS8	0	0.24541639
RPS15A	0	0.157201978
RPS16	0	0.192806763
UBE2G1	0	0.17496868
UBE2H	0	0.293176858
YWHAE	0	0.157681623
RPS14	0	0.208434128
RPS23	0	0.992194853
RPS18	0	0.641595035
RPS29	0	0.259160543
RPS13	0	0.57230539
RPS11	0	0.773825308
SNRPE	0	0.217820175
SNRPF	0	0.044723373
SNRPG	0	0.30379346
LSM3	0	0.198382683
LSM6	0	0.37207635
SNRPD1	0	0.151390935
SNRPD2	0	0.231589485
SNRPD3	0	0.43670711
TMSB4X	0	1.073455955
ARF6	0	0.32996476
PSMC6	0	0.100237825
TBPL1	0	0.361891755
RPL7A	0	0.510377193
ETF1	0	0.295693773
CNBP	0	0.391620383
YPEL5	0	0.277239335
RPS4X	0	0.197902478
PPP2CB	0	0.282297878
RHOB	0	0.11201655
RPL23A	0	0.047657983
RPS6	0	0.322757965
HIST1H4A	0	0.197128645
HIST1H2BC	0	0.252105435
RAB1A	0	0.141536815
RAN	0	0.088716018
RPL23	0	0.027871828
RAP1A	0	0.175692365
UBE2D2	0	0.225151985
RPS15	0	0.30893266
RPS24	0	0.368330648
RPS25	0	0.119002228
RPS26	0	0.620687283
RPS28	0	0.177198935
FAU	0	0.071273388
GNB1	0	0.11461968
POLR2L	0	0.081712175
RBX1	0	0.524514888
GNB2	0	0.10094144
RPL30	0	0.485211698
RPL39	0	0.666670455
RPL31	0	0.372479658
RPL10A	0	0.076461185
RPL32	0	0.149875558
RPL11	0	0.258551953
RPL8	0	0.223533375
PPIA	0	0.216737228
FKBP1A	0	0.23286186
RPS27A	0	0.09571083
UBA52	0	1.851354298
GRB2	0	0.366858588
TRA2B	0	0.282040095
RAC1	0	0.11772698
AP2B1	0	0.39360069
GNAS	0	0.099757053
GNAI1	0	0.373951908
PPP3R1	0	0.47129807
YWHAZ	0	0.267467935
PPP2R2A	0	0.147335995
SNRPN	0	0.047727588
SUMO1	0	0.342124188
DYNLL1	0	0.490177783
DYNLT1	0	0.108928033
RPL38	0	0.237932623
SKP1	0	0.04606303
GNG5	0	0.552353593
RPS21	0	0.084977055
EIF5A	0	0.17251772
GNB2L1	0	0.184428035
ACTG1	0	0.192681823
SUPT4H1	0	0.08346912
UBE2I	0	0.356729865
SEPW1	0	0.648721063
PPP2CA	0	0.335005195
YBX1	0	0.091008223
SEC11A	0	0.103629795
CSNK2B	0	0.073343408
TPM4	0	0.147011148
UBE2L3	0	0.222498405
EEF1A1	0	0.121113568
ACTA1	0	0.050257853
TUBA1B	0	0.599819353
TUBA4A	0	0.285529923
TUBB4B	0	0.067271753
PAFAH1B2	0	0.294810765
HIST1H3A	0	0.164651123
NOMO3	0	1.24393626
CXADR	0	0.203396613
NOP14	0	0.080005205
RNF4	0	0.311986303
IGBP1	0	0.19800556
PSPH	0	0.268930225
RBM6	0	0.079042095
EIF4G2	0	0.04732191
RPP38	0	0.108798965
RPP30	0	0.155645095
GTF2I	0	0.22860069
PIP4K2B	0	0.056964755
CCT2	0	0.225298748
RAE1	0	0.102062368
GSTO1	0	0.254480943
PRKDC	0	0.211569268
ADAM17	0	0.107702135
BLOC1S1	0	0.700258958
ELF3	0	0.102288448
NTHL1	0	0.132386103
ADARB1	0	0.082785018
NUCB2	0	0.097559365
HSD11B2	0	0.15702744
ABAT	0	0.117430143
BASP1	0	0.80366249
SSBP2	0	0.946671873
TMF1	0	0.145376833
MRPS22	0	0.251472145
MRPS25	0	0.240478405
MRPS10	0	0.201511125
MRPS35	0	0.24068117
MRPS5	0	0.243835553
MRPS36	0	0.368103765
MRPS11	0	0.47433214
MRPS15	0	0.10429659
MRPS21	0	0.059763153
MRPS34	0	0.276146905
MRPS6	0	0.224146695
MRPS9	0	0.234407378
HMGN5	0	0.233964473
SARNP	0	0.029463023
LACTB	0	0.65668957
COG7	0	0.116824538
RPL24	0	0.170434888
TXNL4A	0	0.335410188
RPL36A	0	0.18518596
CBX1	0	0.069202425
HPCA	0	0.143728685
ARF1	0	0.252762788
ARF5	0	0.597516095
ERH	0	0.166720183
RHOG	0	0.103021955
RPL19	0	0.326181218
SERF2	0	0.37269208
SRSF3	0	0.124280095
MXRA7	0	0.318078598
H3F3A	0	0.18210642
FOXK1	0	0.166375145
ARHGAP8	0	0.19521316
CCZ1	0	0.20643845
DAB2	0	0.03118672
HSPG2	0	0.021920825
LRP2	0	0.11480182
XIAP	0	0.057058038
FAM3A	0	0.10529257
RBM10	0	0.006921793
RBM3	0	0.500793365
ATP2C1	0	0.075448078
ATP11A	0	0.18221693
CYCS	0	0.18293372
TFAM	0	0.20400107
PITPNA	0	0.074613948
SLC25A3	0	0.103973083
HDLBP	0	0.059355473
GTF2B	0	0.088083758
CDK5	0	0.23277757
CDK17	0	0.404361725
PURA	0	0.327611733
CLTC	0	0.093464863
HSF1	0	0.270118548
NFKB2	0	0.273891968
FKBP3	0	0.271917503
REEP5	0	0.090698378
SORD	0	0.076336488
HNRNPU	0	-0.005417755
SPTBN1	0	0.082076398
TIAL1	0	0.027658953
SET	0	0.456663253
SRSF2	0	0.399571223
FOXK2	0	0.195630193
RUNX1	0	-0.030077218
GALK2	0	0.10825144
AMPD2	0	0.136457803
CTBS	0	0.203365305
FABP5	0	0.13079251
CAP1	0	0.283648353
HMGCS1	0	0.190924745
SLC7A5	0	-0.040457575
DR1	0	0.32902274
EXOSC10	0	0.01310343
OTUD4	0	0.111929378
PFKP	0	0.06563003
XPC	0	0.255502805
EWSR1	0	0.102868013
CDR2	0	0.046258123
OCRL	0	0.041246218
PLCB3	0	0.163626298
ROR1	0	0.309237038
AKAP17A	0	0.611934805
DHODH	0	0.121746258
OGDH	0	0.271077793
KIF23	0	0.219088133
ALDH6A1	0	0.231346375
BDH1	0	0.117249255
SP4	0	0.44849313
SP3	0	0.11054491
DSC2	0	0.033582763
RPL18A	0	0.263967438
MAP2K1	0	0.097662973
FKBP4	0	0.17986314
PLOD1	0	0.056167678
NUCB1	0	0.454934448
RASSF7	0	0.470636855
RPL6	0	0.172711095
TOP2B	0	0.261199788
SLC25A11	0	0.550943053
DST	0	0.054413558
MLLT1	0	0.251868295
MECOM	0	0.085128388
CAV1	0	0.584538675
ACY1	0	0.050472448
KMT2A	0	0.178069193
PPARD	0	0.643590613
CENPC	0	0.120445948
LMNB2	0	0.147010008
PTS	0	0.026171935
MVK	0	0.50517505
ERCC6	0	0.257408188
CEBPZ	0	0.477235518
ZNF117	0	0.404234505
HSF2	0	0.291649285
ZNF92	0	0.141089428
RELA	0	0.05968437
UBXN1	0	0.178613648
GBE1	0	0.205447978
EIF4G1	0	0.06293978
ATP7A	0	0.283900273
NOTCH2	0	0.25960678
TLE3	0	0.267214488
GLO1	0	0.60471513
ACVR1	0	0.710289373
AKR1C1	0	0.114782803
SSBP1	0	0.100149105
REL	0	0.087429303
MST1R	0	0.10660947
YWHAH	0	0.15644593
PLP2	0	0.015926895
CSTF1	0	0.265244123
ICA1	0	0.609994305
UBE3A	0	0.061293678
PTPN12	0	0.131603095
PTK2	0	0.11493739
LIPE	0	0.035788825
PRKCZ	0	0.038783783
ZBTB16	0	0.131786455
SRSF11	0	0.264777145
PRKCD	0	0.007665873
CALD1	0	0.021766208
RNASEL	0	0.350963465
FPGS	0	0.333314715
CTDSPL2	0	-0.000740692
PTPN11	0	0.067962665
KDSR	0	0.166327398
PPP2R3A	0	-0.060322188
PPAT	0	0.230227908
GFPT1	0	0.572761228
EXOSC9	0	0.009488105
AOX1	0	2.061081308
PSME1	0	0.124473715
RBPJ	0	0.08925234
APLP2	0	0.120362335
GABPA	0	0.102542313
GABPB1	0	0.07802917
RING1	0	0.147877398
FMR1	0	0.141607215
PRDX1	0	0.100582155
RPL18	0	0.188542003
C1QBP	0	0.247161883
CKAP4	0	0.056815725
ENPEP	0	0.635905903
TJP1	0	0.031739348
TCHH	0	0.231116483
ZFP36L1	0	-0.00020509
TFF3	0	0.814035683
KHDRBS1	0	0.11059956
BAX	0	0.175925845
BCL2L1	0	0.165436895
MCL1	0	0.035599233
POLE	0	0.230575925
KLC1	0	0.194999025
SOS1	0	-0.034778385
LRP1	0	0.222852583
SRSF1	0	0.062679508
ARHGAP1	0	0.209506358
AES	0	0.178063568
SRSF4	0	0.050838918
PCDH1	0	0.030288575
PPP3CA	0	0.19388576
DHX9	0	0.09489599
CRYZ	0	0.025690585
DDR1	0	0.354087378
GOLGA3	0	0.118437748
GOLGA2	0	0.107734198
LGALS3BP	0	0.175026828
EHHADH	0	0.418573405
MFGE8	0	0.124338953
PDE4D	0	0.373453325
HDHD1	0	0.084630555
CD47	0	0.30201026
PPID	0	0.384691028
FGL1	0	0.37754348
SSRP1	0	0.135839743
RBL2	0	0.2135536
CAMSAP2	0	0.704907238
SPIRE1	0	0.130746298
SLFN5	0	0.161892803
MZT1	0	0.1893511
C2ORF54	0	0.08003084
VAC14	0	0.248702813
ZNF616	0	0.068912188
NSUN2	0	0.142241583
RBBP4	0	0.493923068
NCBP1	0	0.103429293
EP300	0	0.045866358
AHNAK	0	-0.037546425
FCHO2	0	0.287197288
TMEM62	0	0.080266138
HSPA14	0	0.251611493
CGNL1	0	0.097845403
MGAT2	0	0.235318438
GALNT2	0	0.12943591
GALNT1	0	0.084310243
AP1B1	0	-0.001240913
CPSF1	0	0.165162995
BST1	0	0.28266196
PMPCA	0	0.254436628
KIF1A	0	0.071429173
SCRN1	0	0.059994653
KIAA0195	0	0.229061373
KIAA0196	0	0.073356998
NUP160	0	0.259911585
SCAP	0	0.110277093
SREBF2	0	0.08804249
ARHGEF5	0	0.212522215
TBL3	0	0.146858913
GTF3C1	0	0.16263792
TWF1	0	0.058005433
ASPH	0	0.04671905
TFCP2	0	0.111271888
AKAP13	0	0.015360625
EFEMP1	0	0.27216172
SMARCB1	0	0.254803278
BPTF	0	0.127044863
STX4	0	0.129298245
GRSF1	0	0.275299605
MAP4K2	0	0.17816144
CNTN1	0	0.700740678
SFSWAP	0	0.248915578
CHD3	0	0.184215088
SF3A3	0	0.111758563
TP53BP1	0	-0.041177305
TRIM26	0	0.08897283
AIMP1	0	0.27368675
ILF2	0	0.299292433
ILF3	0	0.007198503
LMAN2	0	0.596537093
PTPRJ	0	0.053227145
PTPN13	0	-0.055885925
EPS8	0	0.031693775
TRAP1	0	0.40832379
TRAF2	0	0.03347839
FOXC1	0	0.383310813
ANK3	0	-0.000890045
DLG1	0	0.113462678
TAF10	0	0.01959282
MYO1E	0	0.084829028
NFATC3	0	-0.03286364
PPP1R8	0	0.136575083
PTP4A2	0	0.248514563
ABR	0	0.076567663
NPRL3	0	0.724810993
BNIP1	0	0.387821493
BNIP3	0	0.503919388
NFX1	0	0.16498478
CSTF3	0	0.08791689
TSPAN31	0	0.24508996
ECH1	0	0.115666328
ARHGAP5	0	0.182253385
PRDM2	0	0.099920085
STRN3	0	0.277289565
CDC16	0	0.97044298
STK4	0	0.089185268
FLII	0	0.124537578
COASY	0	0.035064975
MRPL28	0	0.246276068
ACACA	0	0.11518251
PLA2G7	0	0.15764017
GPS1	0	0.216874705
ZBTB17	0	0.435878843
ZNF154	0	0.042653703
USP4	0	0.127333853
CHAF1A	0	0.427364825
IK	0	0.010808913
MTAP	0	0.283560355
REST	0	0.554608778
RLF	0	0.083156023
PRKAA1	0	0.114768235
PPFIA1	0	0.178047435
EIF2B5	0	0.145188708
TARDBP	0	0.232966905
HNRNPA0	0	0.135856508
PAK1	0	0.28283
AIMP2	0	0.06225337
FADD	0	0.37217387
PRDX4	0	0.514439068
MAPK7	0	0.091244205
PAK2	0	0.103336333
CBX3	0	0.329962305
STK3	0	0.112268678
STX5	0	0.057368298
PSMD2	0	0.23336516
DDX10	0	0.144569643
DNAJC3	0	0.182055623
GPS2	0	0.14302527
SELENBP1	0	0.071710813
NME3	0	0.0832163
SRSF9	0	0.181821488
SRSF5	0	0.49240853
SRSF6	0	0.14105753
MAD2L1	0	0.669880525
TRIM28	0	0.186222488
SEMA3F	0	0.085747118
STX3	0	0.313304135
G3BP1	0	0.437028205
PTK7	0	0.188314373
PABPC4	0	0.14265699
ATM	0	0.26694779
IFIT5	0	0.46120239
MTA1	0	0.417357535
EIF3I	0	0.097366845
PPIL2	0	0.439320218
PPP2R5C	0	-0.056935575
CTBP1	0	0.344408838
PDCL	0	0.212915733
PLD1	0	0.230552245
TARBP1	0	-0.032901308
UBE2V1	0	0.146967168
MRPL49	0	0.53584473
DYNC1I2	0	0.595659053
ORC1	0	0.11350491
ORC2	0	0.203784053
ILK	0	0.24479942
MSLN	0	0.645942125
NNT	0	0.195430758
SNTA1	0	-0.09314311
SNTB2	0	0.3830348
XRCC4	0	0.127524775
PPIG	0	0.070751338
TCOF1	0	-0.016228388
UNC119	0	0.27426771
SLC39A6	0	0.314764473
SF3B2	0	0.040427878
OS9	0	0.088762963
GOLGA4	0	0.003892343
PDAP1	0	0.25976626
ADAM9	0	0.279903553
ADAM15	0	0.090431133
TMED1	0	0.97425774
FKBP5	0	0.010789203
TUSC3	0	0.529863835
MYO9B	0	0.049138905
ROCK1	0	0.105712225
TOP3A	0	0.284328735
GAB1	0	0.559078288
SMAD4	0	0.021819468
TCIRG1	0	0.318928885
BIRC2	0	0.19711087
PICALM	0	0.146179153
SQSTM1	0	0.06798002
MED21	0	0.10533117
MTX1	0	0.190621438
TUBB3	0	0.25787672
ASAH1	0	0.275867343
PRPF4B	0	0.271671215
PIN1	0	0.154844445
ATR	0	2.009868715
EIF4EBP2	0	0.326826418
RIPK1	0	0.109495588
HDAC1	0	0.307790175
CAMK2G	0	0.037227465
CAMK2D	0	0.066245313
DCTN2	0	0.22256038
PKD2	0	0.311733275
NAE1	0	0.174750475
TDG	0	0.250126013
ITPK1	0	0.982312063
SNW1	0	-0.026187483
DGKZ	0	0.549369223
STIM1	0	-0.000742328
TRA2A	0	0.070309373
SNX1	0	0.178146213
KRR1	0	0.229652495
PEX6	0	0.222274185
PWP1	0	0.292240628
MTMR1	0	0.07100306
MTMR3	0	0.500177648
CUL1	0	0.097327625
CUL2	0	0.064974115
CUL3	0	0.101161038
CUL4A	0	0.026672553
CUL4B	0	0.24336087
TP53BP2	0	0.230328983
DYRK1A	0	0.249700518
TSTA3	0	0.368962718
TPBG	0	0.534617435
FHL3	0	0.09573617
AAMP	0	0.15035832
MOGS	0	0.251542088
ALCAM	0	0.099947355
LAMB3	0	-0.028343685
LAMC2	0	-0.039603908
THOC5	0	0.398707105
NCOA4	0	0.588683965
ARFRP1	0	0.229147613
SHROOM2	0	0.348399985
ITGA9	0	0.060156948
SPTAN1	0	-0.021919545
GNL2	0	0.065028858
AUH	0	0.057961483
DDX39B	0	0.060410108
BLMH	0	0.08487825
EXOSC2	0	0.248962283
SNTB1	0	-0.028061785
TUBB2A	0	0.301087195
KLF5	0	0.030475633
GTF2H3	0	0.100765468
BYSL	0	0.063439005
C1D	0	0.236948365
IDI1	0	0.015978083
CUX1	0	0.186076888
CBFB	0	0.255915548
NFYC	0	0.175036213
CDK13	0	0.083480955
CKAP5	0	0.242859425
CIRBP	0	0.47695635
COTL1	0	0.425003498
COX17	0	0.41715462
HNRNPD	0	0.06772644
SCARB2	0	0.199941373
NID2	0	0.194264898
DAG1	0	0.099647628
VEZF1	0	0.16489181
DSG2	0	0.011885523
VGLL4	0	0.301203703
BOP1	0	0.094744408
UBE4A	0	0.179927528
6-Sep	0	0.106623148
KEAP1	0	0.27902727
URB2	0	0.4223676
DHX34	0	0.126072818
MORC3	0	0.291814913
SAFB2	0	0.063635695
EIF3A	0	0.075453718
KIAA0141	0	0.04080569
ARHGEF7	0	0.102326773
EFR3A	0	0.220329575
UBAP2L	0	0.12817777
SPIDR	0	0.927707338
SCRIB	0	0.082901205
GIT2	0	0.182489458
MLEC	0	0.26259552
TTLL12	0	0.057641815
DOCK1	0	0.34787022
TFDP1	0	0.125450683
WRN	0	0.423188138
DPYSL3	0	0.135249938
ICT1	0	0.19738357
BTG3	0	0.203511733
ZMYM3	0	0.169478905
DCTN1	0	0.10637755
DYNC1H1	0	0.329867288
EIF2B1	0	0.274906503
EIF4A2	0	0.016430608
TCEB3	0	0.121561178
MAP7	0	0.207171373
CTTN	0	0.266658688
ENDOG	0	0.074132815
FLOT2	0	0.140090458
RCN2	0	0.136016415
TRIM25	0	0.273150485
FKBP8	0	0.241413405
FAM50A	0	0.337832803
FRG1	0	0.197134543
FZD2	0	0.185897413
GNA13	0	0.169223303
GAMT	0	0.10737943
GALE	0	0.036059658
GALNT3	0	0.44876478
CAPRIN1	0	0.183597823
GRB14	0	0.146331615
GRB7	0	0.190651093
BECN1	0	0.248058778
HES1	0	0.073696155
RBM39	0	0.173906473
WFDC2	0	-0.004311998
FAT1	0	0.210673723
HABP2	0	0.459225383
HLTF	0	0.235221603
SQLE	0	0.477660175
PDIA5	0	0.342180735
PRPSAP1	0	0.060664933
DHX8	0	0.011905755
SEMA3A	0	0.333332945
MCM6	0	0.233975398
ITPR2	0	0.310845158
ITPR3	0	0.33589864
ZNF460	0	0.108735465
ITIH4	0	0.02278117
INPP5A	0	1.51712195
ITPR1	0	0.224770838
PLS1	0	0.208370193
IRF3	0	0.849347475
LAGE3	0	0.10237167
KIAA0100	0	0.217393435
TRIP12	0	0.037577055
PUM1	0	0.016544415
MDC1	0	0.031135448
CLINT1	0	0.054440158
KANK1	0	0.029167438
SMC1A	0	0.193464773
RRP1B	0	0.047347085
NCOA6	0	0.107782843
GSE1	0	0.165570355
DIP2A	0	0.184050413
PDCD11	0	0.235278778
BMS1	0	0.1264319
USP10	0	0.260268523
MESDC2	0	0.333106708
GANAB	0	0.313979858
RFTN1	0	0.20228536
MBTPS1	0	0.540564588
PPP2R5D	0	0.183016938
LBR	0	0.09843243
COG2	0	0.11287364
MVP	0	0.218654065
CBX2	0	0.174961633
GOLGB1	0	0.055288053
CASP8	0	1.103361918
NAA30	0	0.168754278
KIF22	0	0.808321729
MEF2D	0	2.074366553
CHD4	0	0.025888553
LASP1	0	0.156807383
ARID5B	0	0.13827023
CRYM	0	0.099778833
PTGR1	0	0.111061813
DRAP1	0	0.263721705
GPNMB	0	0.56163214
RAB39A	0	0.277957843
ZNF638	0	0.06582507
KPNB1	0	0.045633075
NOLC1	0	-0.074191908
NUMA1	0	0.050127188
PSME4	0	0.23950448
CUL7	0	0.09687431
SHPRH	0	0.04070123
SLMAP	0	0.172472845
GAPVD1	0	0.117722273
NAA25	0	0.17379949
FASTKD3	0	0.247164208
NCAPH	0	0.29781455
SPCS2	0	0.3789116
EMC2	0	0.11674774
WTAP	0	0.07196292
PSMD6	0	0.308940673
HERPUD1	0	0.289226325
LAPTM4A	0	0.027826583
MAD2L1BP	0	0.144959798
MORF4L2	0	0.037033775
FAM175B	0	0.031886065
2-Sep	0	0.268485568
SART3	0	0.054797685
NCAPD2	0	0.433185058
SUZ12	0	0.106206183
EXOSC7	0	0.096324608
TNIP1	0	0.02234919
EFTUD2	0	0.230607378
LARS2	0	0.227060958
R3HDM1	0	0.24817702
SNX17	0	0.25199625
ARL6IP1	0	0.230732135
RAB3GAP1	0	0.147080195
KARS	0	0.289237495
SETDB1	0	0.032860365
RRS1	0	0.168847188
POLD3	0	0.1497878
EIF4H	0	0.09350235
ACAP2	0	0.33877429
KIF14	0	0.240407263
BRD3	0	0.24882026
WDR43	0	0.07461967
ACOX1	0	0.087821708
OXA1L	0	0.555933635
ZNF146	0	0.143458975
EEA1	0	0.339230518
PDIA6	0	0.103658035
PAFAH1B3	0	0.091728565
PCOLCE	0	-0.018928185
PDK1	0	0.207917183
PDK3	0	0.382392895
PEA15	0	0.2595482
PMVK	0	0.004745048
PRKD1	0	0.278430358
PLEC	0	0.020535023
PCM1	0	0.040597365
NOMO1	0	0.103688815
PON2	0	0.43374676
PON3	0	0.03943367
PPP2R5A	0	0.043215065
PPA1	0	0.268126025
PTGES3	0	0.365019255
PDGFRL	0	0.26408746
STK38	0	0.30549695
PVRL1	0	0.08570926
NONO	0	0.12745129
PPP2R4	0	0.100525355
PTPRK	0	0.026173498
PWP2	0	0.335765838
QPRT	0	0.083051055
RABEP1	0	0.146347363
RASA2	0	0.819129055
RAB35	0	0.360656363
RNPS1	0	0.112934863
RBBP5	0	0.108036113
RCN1	0	0.50535296
ZMYND11	0	0.159182645
LLGL1	0	0.07749638
LRRC41	0	0.172751635
TMED2	0	0.550691343
PCBP1	0	0.294242825
PCBP2	0	0.177686895
TCEB1	0	0.00230418
TCEB2	0	0.0913138
EPHA7	0	0.203310813
RHEB	0	0.482175245
UBE3C	0	-0.0291861
TOMM20	0	0.247417303
MTFR1	0	0.022196278
DHCR24	0	0.384536435
SF3B3	0	0.119542205
KIAA0020	0	0.156212118
RSU1	0	0.498028655
RYR3	0	0.57755142
CNN3	0	0.121148513
RPS6KA1	0	0.065132538
SAFB	0	0.341735473
SF3B4	0	0.4364359
SF3A2	0	0.065299993
PPP1R7	0	0.308836098
SEC23A	0	0.066420225
SEC23B	0	0.07355504
CYTH1	0	0.424074
SF3A1	0	0.051273368
SKIV2L	0	0.098616083
SURF1	0	1.325424265
SURF2	0	0.233644818
MED22	0	0.152118553
SS18	0	0.209438915
TAF5	0	0.225716445
TAF13	0	0.284407858
TAF7	0	0.255481553
TERF2	0	0.024559598
MAPRE2	0	0.091784665
TGIF1	0	0.157901663
NCOA2	0	0.064683835
SLC9A3R2	0	0.03942172
TRADD	0	0.015422955
TRAM1	0	1.054448838
TSN	0	0.0829069
TARBP2	0	0.167057758
SF1	0	0.040688233
TRIP10	0	0.212360635
TRIP11	0	0.092174403
TRIP13	0	0.396429163
MED1	0	0.03542745
TRIP4	0	0.00843156
HMGN3	0	0.806675133
NFKBIB	0	0.489209453
TRIP6	0	0.229525038
MAPRE1	0	0.077058895
TSC22D1	0	0.123197093
ELAVL1	0	0.061130403
ELF2	0	0.038701415
NSDHL	0	0.519397485
NAB2	0	0.136452305
TAB1	0	0.30622947
HERC1	0	0.32555093
SLC1A5	0	0.021721275
MLF2	0	0.197762978
ZKSCAN8	0	0.06555778
TOMM34	0	0.214002465
SMAD2	0	0.069758745
TBCE	0	0.093958273
TBCC	0	0.163843125
UBE2V2	0	0.164438195
STXBP2	0	0.078989263
VAMP3	0	0.360865398
NEDD8	0	0.128092408
USF2	0	0.108597658
ATP6AP1	0	0.258504983
VPS72	0	0.272854415
RAB11B	0	0.27021557
EZH2	0	0.15874172
ZFHX3	0	0.146535325
ZYX	0	0.09290881
ETFDH	0	0.263242168
7-Sep	0	0.0913871
ADRM1	0	0.024470488
CCDC6	0	0.027063218
E2F4	0	0.18738699
IGFBP7	0	0.084876443
INA	0	0.09118408
PSMD5	0	0.244258975
PKN1	0	0.360556355
PKN2	0	0.12286489
TAF12	0	0.081958828
CSRP2	0	0.079033758
DDB1	0	0.240329663
PPP2R5E	0	0.144702153
MAPK14	0	0.094699215
MRPL23	0	0.06734528
CDC37	0	0.051038095
DPYSL2	0	0.275666035
SYPL1	0	1.929433655
RBBP7	0	0.176990403
MAP3K11	0	0.208410158
TAF9	0	0.17125199
FXN	0	0.213105673
ECM1	0	-0.044477715
BAK1	0	0.340810545
OCLN	0	0.082362828
SRSF7	0	0.136339005
CPSF6	0	0.020386938
SMN1	0	0.245469653
DBN1	0	0.095445508
MAPKAPK3	0	0.037966073
PRSS8	0	0.283903708
NRF1	0	0.149537023
FSCN1	0	0.09531318
